business_id,name,address,state,city,postal_code,categories,longitude,latitude,stars,is_open,N_reviews
B92uCw3374cpuHZSACv0YA,Kings Oak,1001 N 2nd St,PA,Philadelphia,19123,"American (New), Nightlife, Bars, Restaurants, Breakfast & Brunch",-75.1399137,39.9668211,3,0,150
baF2ZFEtsIo2A1k61x3QSw,Tio Flores,1600 South St,PA,Philadelphia,19146,"Bars, Restaurants, Mexican, Food, Nightlife",-75.1689925,39.9440116,3.5,1,254
BAf7Wu2Xo8HioALaBLRIwA,10 Arts Bistro,"The Ritz-Carlton Philadelphia, Ten Avenue of the Arts",PA,Philadelphia,19102,"Nightlife, Bars, American (New), Lounges, Restaurants",-75.1642758385,39.9510501791,3.5,0,174
bAixeN8YtBXmdiHTCcii1A,Bob's Happy Hour,2301 Frankford Ave,PA,Philadelphia,19125,"Bars, Nightlife, Pubs",-75.1283434,39.9804655,3.5,0,5
BDiY_LD44UO3vplJ6L9fhw,Parkside Beef & Ale,1433 Arch St,PA,Philadelphia,19102,"Food, Bars, Nightlife, American (Traditional), Beer Bar, Restaurants, Dive Bars, Beer, Wine & Spirits",-75.1645795,39.9548176,3,1,35
bfiO0n663Ej36svzuRuVtA,Nodding Head Brewery & Restaurant,"1516 Sansom St, 2nd Floor",PA,Philadelphia,19102,"Nightlife, Breweries, Pubs, Bars, Food, American (New), Restaurants",-75.166583,39.950221,3.5,0,343
BfQ4W2cNB2ZSd7yaAhE_BA,PHS Pop Up Garden,1438 South St,PA,Philadelphia,19146,"Parks, Active Life, Beer Gardens, Mexican, Local Flavor, Restaurants, Nightlife, Bars, Beer, Wine & Spirits, Food",-75.1669,39.943584,4.5,0,195
BgQOm2TuoF1UmD4e7BOUjA,Jerry's Bar,129 W Laurel St,PA,Philadelphia,19123,"American (New), Bars, Sandwiches, Restaurants, American (Traditional), Nightlife, Cocktail Bars",-75.1389069,39.9651094,3.5,1,442
BH9mTxgmNCdzoeTDGwcMJA,Scotty's Bar,1420 Ellsworth St,PA,Philadelphia,19146,"Nightlife, American (Traditional), Bars, Restaurants",-75.168614,39.936831,3.5,1,9
Bhi6oPbGK5zoyj9qoRxzfA,Art in the Age,116 N 3rd St,PA,Philadelphia,19106,"Food, Men's Clothing, Fashion, Accessories, Distilleries, Cocktail Bars, Tasting Classes, Beer, Wine & Spirits, Bars, Nightlife, Shopping, Education",-75.1452570203,39.9525863309,4.5,1,93
BIGwAJH7CIvwHu-9Rog9cw,Gunners Run,"1001 N 2nd St, Ste 3",PA,Philadelphia,19123,"Dive Bars, Nightlife, Restaurants, American (New), American (Traditional), Bars, Sports Bars, Vegan",-75.1399899,39.9665611,3,0,210
BiSdlIuOlf6MqyEZ6aWhfQ,Con Murphy's,1700 Benjamin Franklin Pkwy,PA,Philadelphia,19103,"Restaurants, Sports Bars, Nightlife, Bars, Pubs, Irish",-75.167795,39.95602,3.5,1,304
BizQb-SEiGjln1UMkOBhrQ,Stats on 17th,111 S 17th St,PA,Philadelphia,19103,"Nightlife, Bars, Sports Bars, Dance Clubs",-75.1687400043,39.9510009972,2.5,0,18
bK0j7YtVyN98UnM_8fUONg,Tavern on Broad,200 S Broad St,PA,Philadelphia,19102,"American (New), Bars, Sports Bars, Restaurants, Nightlife",-75.1648441,39.9491188,2.5,0,293
bLJP0fVgscuUQy0hE_CRXA,Xiandu Thai,1119 Walnut St,PA,Philadelphia,19107,"Restaurants, Thai, Bars, Nightlife",-75.159888,39.9490512,4,1,659
bn2jWrB_aXdQP4YoyUVVIQ,Seorabol Center City,1326 Spruce St,PA,Philadelphia,19107,"Korean, Restaurants, Soup, Asian Fusion, Barbeque, Sushi Bars, Nightlife, Cocktail Bars, Bars",-75.1639777,39.9466893,4,1,224
BnffoBFNuGmNAksel7AX8g,Cavanaugh's Restaurant,119 S 39th St,PA,Philadelphia,19104,"Burgers, Caterers, Restaurants, Nightlife, American (Traditional), Bars, Event Planning & Services",-75.1999069,39.9544307,3,1,123
BO7p6kWPWc9CC3KHukpJhg,Le Bec Fin,1523 Walnut St,PA,Philadelphia,19102,"Nightlife, Restaurants, Champagne Bars, French, Event Planning & Services, Bars, Caterers",-75.166996,39.949919,4,0,235
bOy5_IAJ3deKKvWOkDfMbg,Bucks Rack City,2908 S Christopher Columbus Blvd,PA,Philadelphia,19148,"Dance Clubs, Adult Entertainment, Bars, Nightlife",-75.14083505,39.90514225,3.5,1,12
bpbStpLUHAV7N3iXjfcvcw,The Irish Pol,114 Market St,PA,Philadelphia,19106,"Irish Pub, Nightlife, Pubs, Bars",-75.14285,39.94955,4,0,29
Bq94p5SNIrInYCJiYwwyRg,JR's Bar,2337 S Croskey St,PA,Philadelphia,19145,"Arts & Entertainment, Dive Bars, Music Venues, Bars, Nightlife",-75.1839903,39.9229941,3.5,0,10
bqmX882_6AxVA_uHEQ70sQ,Shanghai Station,4002 Spruce St,PA,Philadelphia,19104,"Shanghainese, Restaurants, Sushi Bars, Szechuan, Sports Bars, Lounges, Asian Fusion, Thai, Karaoke, Chinese, Nightlife, Bars",-75.2033457223,39.9516153765,4,0,48
Br37ifeGL9K3Yt2skPiLjw,Boot & Saddle,1131 S Broad St,PA,Philadelphia,19147,"Music Venues, Arts & Entertainment, Nightlife, Bars, Restaurants",-75.1667970791,39.9368929656,4,0,103
bRJB7RTl_pZvWdN0kuSj6Q,Key West,207 S Juniper St,PA,Philadelphia,19107,"Bars, Gay Bars, Nightlife",-75.1631851,39.9489003,3.5,0,8
BrYsblzvygkDG_--9suxbQ,Medusa Lounge,27 S 21st St,PA,Philadelphia,19103,"Dance Clubs, Nightlife, Lounges, Bars, Dive Bars",-75.1752475,39.9525308,3.5,0,64
BtcOytu968lkyyO0IICv8w,Wissahickon Brewing Company,3705 W Schoolhouse Ln,PA,Philadelphia,19129,"Pubs, Bars, Breweries, Food, Nightlife",-75.2006627311,40.0136369648,4,1,97
BtxUZn4d7yxsHwdlRq1dkw,Mount Airy Tap Room,300 W Mt Pleasant Ave,PA,Philadelphia,19119,"Breweries, Nightlife, Gastropubs, Bars, Food, Brewpubs, Beer Bar, Sandwiches, American (New), Restaurants, Pubs",-75.1941853,40.0539009,4.5,1,52
BUEx8JCXx5v81EEVAIUC-Q,Parkway Corner Deli,2201 Pennsylvania Ave,PA,Philadelphia,19130,"Bars, American (Traditional), Beer Bar, Restaurants, Sandwiches, Beer, Wine & Spirits, Nightlife, Breakfast & Brunch, Delis, Food, Grocery",-75.1751039,39.9639216,4,1,84
bVLyH2WfOrK4UWlFXJzs9A,Beast & Ale,4161 Main St,PA,Philadelphia,19127,"Nightlife, Bars, Restaurants, American (New), American (Traditional), Burgers",-75.219757,40.0235355,4,0,56
bVxv7T0QN0j9189YWP7ruw,Reserve Wine Bar & Lounge,724 Arch St,PA,Philadelphia,19106,"Wine Bars, Dance Clubs, Beer, Wine & Spirits, Lounges, Bars, Food, Nightlife",-75.152503,39.952721,1.5,1,18
BWITd9JUXP3gSi1z3Y-z8g,In Riva,4116 Ridge Ave,PA,Philadelphia,19129,"Italian, Food, Nightlife, Pizza, Bars, Cocktail Bars, Beer, Wine & Spirits, Restaurants",-75.1924072,40.0078746,4,0,767
bx0nZZkoTtYJUineqQicqQ,SoWe Bar & Kitchen,918 S 22nd St,PA,Philadelphia,19146,"Bars, Diners, Nightlife, American (New), Restaurants",-75.179773,39.940805,3.5,0,72
BxR5hjyBnJZrm_nnaCtGQw,The Lunar Inn,3124 Richmond St,PA,Philadelphia,19134,"Bars, Food, Restaurants, Beer, Wine & Spirits, American (Traditional), Nightlife",-75.1031599,39.9822933,4.5,1,29
BzQiDngZIG0MfbjJFg-yUQ,The Post,129 S 30th St,PA,Philadelphia,19104,"Bars, Nightlife, Arts & Entertainment, Restaurants, Arcades, Beer Bar, Cocktail Bars, Burgers, Chicken Wings",-75.1836892962,39.9524469799,4,1,47
C_EtrXTygRX5RTUOKtO6Dg,Copabanana,4000 Spruce St,PA,Philadelphia,19104,"Nightlife, Bars, Restaurants, American (Traditional)",-75.2032578,39.9515586,3,1,342
c-0PoHHcA6k7y4CxjGH1jw,Tiki Philly,102 S13th St,PA,Philadelphia,19107,"Nightlife, Bars, Restaurants, Venues & Event Spaces, Hawaiian, Tiki Bars, Event Planning & Services",-75.1619333196,39.9501605116,3,0,103
c-jQ_--GMT_SvyjclyYqMg,Craft Manayunk,4141 Main St,PA,Philadelphia,19127,"Nightlife, Bars, Pubs, Food, Beer, Wine & Spirits, American (Traditional), Restaurants",-75.2190360036,40.0230319381,3.5,1,99
c1v7KERdB741pw7d53HGdA,Ancient Spirits & Grille,1726 Chestnut St,PA,Philadelphia,19103,"Bars, Nightlife, Lounges, Cocktail Bars, Middle Eastern, Modern European, Restaurants",-75.1698796416,39.9515662944,4,1,32
c47tuMlpxWueOz-OIQNBdQ,Donna's Bar,2732 E Allegheny Ave,PA,Philadelphia,19134,"Pubs, Karaoke, Dive Bars, Bars, Nightlife",-75.1020512,39.9832514,4.5,1,14
c5IbgP-mYEcIErktwqLKlQ,Skewers Bar and Grill,1437 South St,PA,Philadelphia,19146,"American (New), Nightlife, Hookah Bars, Restaurants, Pubs, Bars, Fast Food",-75.1666721,39.94403,4,0,5
c5w3gViEODLmPJBCeAVUIQ,Byblos,116 S 18th St,PA,Philadelphia,19103,"Mediterranean, Hookah Bars, Nightlife, Middle Eastern, Restaurants, Bars",-75.1706583,39.9511992,3,1,275
c6hhh1Kpr7iau8qMH74w2Q,Pub On Passyunk East,1501 E Passyunk Ave,PA,Philadelphia,19147,"Nightlife, Pubs, Bars",-75.1620441,39.9308275,4,1,465
c8rjE6NcfeyzLB_aU1GdMA,Sláinte Pub & Grill,3000 Market St,PA,Philadelphia,19104,"Nightlife, Bars, Restaurants, Irish, Pubs",-75.1836068183,39.954815805,3.5,0,142
ca6Q-AHcdO6bYwU-sGsKjg,Luke's Bar,2434 Cedar St,PA,Philadelphia,19125,"Bars, Nightlife",-75.123824,39.978882,3,0,9
cbmnzbkml6_KtHaRIGXxgQ,Green Room,1940 Green St,PA,Philadelphia,19130,"Beer Bar, Shopping, Pool Halls, Sports Bars, Nightlife, Bars, Pool & Billiards",-75.1706129,39.9647691,4,1,66
CCKeeDP1tdA873cM8AVlJQ,Michael's Place,1142 Mifflin St,PA,Philadelphia,19148,"Nightlife, Bars, Dive Bars",-75.1654027,39.9261892,3.5,1,9
CeNiaICi59dWhfzfKnh8lQ,Stir,1705 Chancellor St,PA,Philadelphia,19103,"Dance Clubs, Gay Bars, Bars, Lounges, Nightlife",-75.1696181584,39.9494641599,4,1,110
Cf9cdIHKEZXVPIysDAqQ7A,Get Happy Pub,509-511 S 2nd St,PA,Philadelphia,19147,"Restaurants, American (New), Bars, Nightlife, Pubs",-75.1455042,39.941893,4,0,5
CFlW9bfl4N63fZpQsZIkRQ,"The Logan Philadelphia, Curio Collection by Hilton",1 Logan Sq,PA,Philadelphia,19103,"Hotels, Event Planning & Services, Nightlife, Hotels & Travel, Bars, Venues & Event Spaces",-75.1702705,39.9569323,3.5,1,215
Ch2Hg3r6n3b5RLY9hmwrUQ,Craftsman Row Saloon,112 S 8th St,PA,Philadelphia,19107,"Pubs, Nightlife, Bars",-75.1543329,39.9491022,3.5,1,250
ci-kujWfHzsg5zCcqYZLKA,Lucky Strike - Philadelphia,1336 Chestnut St,PA,Philadelphia,19107,"Nightlife, Restaurants, Event Planning & Services, Cocktail Bars, Bowling, Active Life, Venues & Event Spaces, Bars, American (Traditional), American (New), Lounges",-75.1633942,39.950671,3,1,316
CIKXmAMtVM7pU0rrBQ2cBA,Old Philly Ale House,565 N 20th St,PA,Philadelphia,19130,"Beer, Wine & Spirits, Food, Bars, Nightlife",-75.1706125,39.964455,4.5,0,50
Cjwb7VQGP0u2eWYj1wnO3g,Vango Lounge & Skybar,116 S 18th St,PA,Philadelphia,19103,"Lounges, Restaurants, Greek, Nightlife, Bars, Japanese, Mediterranean",-75.1706583,39.9511992,2,1,372
ckbvLKwjEb836t-EDKsVVg,Abyssinia,229 S 45th St,PA,Philadelphia,19104,"Restaurants, Bars, Nightlife, Ethiopian",-75.2116004,39.9541658,3.5,1,320
CL1kpAsyhhb19w0aWDOLuw,Old City Beer Garden,240 Market St,PA,Philadelphia,19106,"Event Planning & Services, Venues & Event Spaces, Bars, Nightlife, Beer Gardens, Restaurants",-75.145341,39.949699,4,1,43
cLlBDZxYJ1dt1JgMuZnXew,Olly,700 S 5th St,PA,Philadelphia,19147,"Pizza, Food, Bagels, Sandwiches, Comfort Food, Breakfast & Brunch, Burgers, American (New), Nightlife, Bars, Wine Bars, Restaurants",-75.1511064,39.9408776,4,1,52
CM5Dq-mKnZYdi9OlVluehA,ERA,2743 Poplar St,PA,Philadelphia,19130,"Restaurants, Ethiopian, Dive Bars, Nightlife, Bars",-75.1820117,39.9731622,4,1,189
cMSaJCOem8X9WGBnAIPrLA,New Wave Cafe,2620 E Allegheny Ave,PA,Philadelphia,19134,"American (New), Polish, Local Flavor, Bars, Restaurants, Nightlife",-75.1035569,39.9849438,4,0,45
Co3Ogqy6y2JgZdG0wBlrUQ,Ten Stone Bar & Restaurant,2063 South St,PA,Philadelphia,19146,"Asian Fusion, Nightlife, Restaurants, American (New), Bars, Pubs",-75.1769728,39.9450458,3,1,308
cOXc8c85Ms6dMEAJazLXHQ,McGillin's Olde Ale House,1310 Drury St,PA,Philadelphia,19107,"Bars, Nightlife, Pubs, American (Traditional), Event Planning & Services, Karaoke, Restaurants, Venues & Event Spaces, Irish Pub, Sports Bars, Irish",-75.162607,39.950168,4,1,1003
cpLRN_Ze8BowhfSx5_urWQ,Ardiente,33 S 2nd St,PA,Philadelphia,19106,"Nightlife, Bars, Latin American, Restaurants, Lounges, Asian Fusion",-75.143818,39.949015,4.5,0,78
cRJIf2i9LX8X8DKDG2qjiQ,Toasted Walnut,1316 Walnut St,PA,Philadelphia,19107,"Gay Bars, Karaoke, Music Venues, Bars, Nightlife, Arts & Entertainment",-75.162876,39.9489275,3.5,0,56
csfMjRRfr-sku6L6bhEf_A,Local Tavern,"8000 Essington Ave, Gate F11, Terminal F",PA,Philadelphia,19153,"Restaurants, Bars, Nightlife, American (New), Italian, American (Traditional)",-75.2279726,39.8951784,2.5,1,282
ctHjyadbDQAtUFfkcAFEHw,Zahav,237 St James Pl,PA,Philadelphia,19106,"Nightlife, Bars, Food, Ethnic Food, Middle Eastern, Vegetarian, Specialty Food, Israeli, Restaurants",-75.1451350779,39.9462611465,4.5,1,3173
CU_P6jdPiYR4LWpDb761Eg,South Beach Olde City,112 Chestnut St,PA,Philadelphia,19106,"Nightlife, Dance Clubs, Bars, Hookah Bars",-75.143088,39.9480727,3.5,0,6
CVJsqDS_XmI0CGbLC1EclQ,Mr Wish,6846 Bustleton Ave,PA,Philadelphia,19149,"Juice Bars & Smoothies, Cocktail Bars, Bars, Cafes, Bubble Tea, Restaurants, Nightlife, Food",-75.064734,40.0417146,4,1,77
cvMWtPYhhVfgi4Pc6wFpNQ,Ten Six Club,1709 Walnut St,PA,Philadelphia,19103,"Nightlife, Dance Clubs, Bars",-75.169489,39.950249,3,0,8
cwn_MBPFUJtme68WURSgKA,Bainbridge Street Barrel House,625-27 S 6th St,PA,Philadelphia,19147,"Food, Breweries, Nightlife, Pubs, Sandwiches, Comfort Food, Bars, Beer Bar, Restaurants, Breakfast & Brunch, American (New), Sports Bars, Gastropubs",-75.1522391,39.9412093,3,0,365
cWu31txqrvLHMCUNdmnxfQ,a.bar,1737 Walnut St,PA,Philadelphia,19103,"Bars, Tapas Bars, Restaurants, American (Traditional), Cocktail Bars, Nightlife, Tapas/Small Plates",-75.1705138959,39.9502708009,4,1,118
CYSPKiVdoPX3erovujnE9Q,Harp & Crown,1525 Sansom St,PA,Philadelphia,19102,"Active Life, Nightlife, Bars, American (Traditional), Bowling, Restaurants, American (New), Gastropubs",-75.1664282754,39.9504170438,4,1,945
d_2gSlgHT0dVEAH1tQ88NA,Garage Passyunk,1231 E Passyunk Ave,PA,Philadelphia,19147,"Bars, Beer Bar, Nightlife",-75.1589076,39.9335406,4,1,188
D_jS6w2j1mFzb2KoYncCaA,NBC Sports Arena,1100 Pattison Ave,PA,Philadelphia,19148,"Nightlife, Sports Bars, American (New), Bars, Restaurants, Food, Beer, Wine & Spirits",-75.1694047,39.9042986,3.5,1,51
D_KGxZF6BM0-37pIyCCoQA,Taps and Bourbon on Terrace,177 Markle St,PA,Philadelphia,19127,"Restaurants, Bars, Nightlife, Pubs, Breakfast & Brunch, Pizza, Cocktail Bars, Sandwiches",-75.2144381,40.0226881,3,0,17
D-Gxa1i6RZe_9QGQ9eWZJw,Maximum Level Lounge,5118 Sansom St,PA,Philadelphia,19139,"Nightlife, Bars, Lounges",-75.2239539,39.957379,3.5,1,7
d1Xi74Pc1UaIxAhrs4c2bA,Shaking Crab - Philadelphia,4301 N 5th St,PA,Philadelphia,19140,"Nightlife, Restaurants, Seafood, Bars, Cajun/Creole",-75.1345853,40.0167992,3.5,1,10
d28lZlSps97FHhXZazJ8zA,Misconduct Tavern,1511 Locust St,PA,Philadelphia,19102,"Restaurants, American (Traditional), Bars, Burgers, Nightlife",-75.1666356,39.9486272,3.5,1,409
D4AJVjAiJULF04BjN7bhiA,Snackbar,253 S 20th St,PA,Philadelphia,19103,"Bars, Tapas Bars, Nightlife, Wine Bars, Restaurants",-75.1740669,39.948831,3.5,0,58
D64SJopgUAeXY_l7tX8klg,Flying Carpet Cafe & Bar,1841 Poplar St,PA,Philadelphia,19130,"Middle Eastern, Tapas/Small Plates, Mediterranean, Bars, Nightlife, Restaurants",-75.1673709,39.9713119,4,0,41
d9bcNc20M6jXF5V1PiujgA,Raven Lounge,1718 Sansom St,PA,Philadelphia,19103,"Comedy Clubs, Music Venues, Nightlife, Jazz & Blues, Arts & Entertainment, Lounges, Bars, Performing Arts, Dance Clubs",-75.169618,39.950718,4,1,235
dAyIK3V2FO7sU-ICjtIdmA,Penn's Port Pub,1920 S Christopher Columbus Blvd,PA,Philadelphia,19148,"Nightlife, Restaurants, Adult Entertainment, Bars, American (Traditional)",-75.142895,39.9224306,4.5,1,15
dcmaQZhv8eaKptO8B4hZKQ,Falls Taproom,3749 Midvale Ave,PA,Philadelphia,19129,"Beer Bar, Bars, American (New), Tapas/Small Plates, Gastropubs, Music Venues, Arts & Entertainment, Breakfast & Brunch, Nightlife, Vegetarian, Restaurants",-75.1938630956,40.0092295441,3.5,0,277
dG-gZOWzn8iO1Rvv_fbXxA,Silk City Diner & Lounge,435 Spring Garden St,PA,Philadelphia,19123,"Dance Clubs, Bars, Diners, Breakfast & Brunch, Lounges, Restaurants, Nightlife, American (New)",-75.1460328,39.9613271,4,1,980
DgDd0A3nI-mMi35jZIlyxg,The Parish Pub,3510 Cottman Ave,PA,Philadelphia,19149,"Sports Bars, Bars, Nightlife",-75.0423481,40.0373492,2.5,0,6
DGvkU7CkdBs6lNbncQmF3A,Franklin's,3521 Bowman St,PA,Philadelphia,19129,"Restaurants, Burgers, Nightlife, Beer, Wine & Spirits, American (New), Bars, Food, Karaoke, Sports Bars",-75.189062,40.0110062,3.5,1,140
DJujODX9OTMuveKxMEL0zg,Mask and Wig,310 S Quince St,PA,Philadelphia,19107,"Social Clubs, Bars, Venues & Event Spaces, Performing Arts, Event Planning & Services, Nightlife, Arts & Entertainment, Comedy Clubs, Local Flavor",-75.160521,39.946013,4.5,1,15
Dmzsc5Q8gYcAvsGo3BJ_1A,Locust Bar,235 S 10th St,PA,Philadelphia,19107,"Bars, Nightlife, Dive Bars",-75.1574795,39.9472356,4,1,106
dO4iyNK2KzLMe1kXLCskbw,St. Declan's Well,3131 Walnut St,PA,Philadelphia,19104,"Nightlife, Music Venues, Irish, Pubs, Irish Pub, Arts & Entertainment, Food, Restaurants, Breweries, Bars, Beer, Wine & Spirits",-75.186438,39.952126,3.5,0,31
dQZlvOEVNke30MY5iTiy1g,Davios,111 S 17th St,PA,Philadelphia,19103,"Nightlife, Bars, Restaurants, Italian, Lounges, Steakhouses, Breakfast & Brunch",-75.16874,39.951001,4,0,631
DRYgIg2oiGmHZiWinNgXaw,Fluke's Bar & Grill,7401 State Rd,PA,Philadelphia,19136,"Pubs, Nightlife, Bars",-75.0283944,40.0272326,3,1,20
dUzR2vZ6nhuGdrDV2Dsr_g,2nd State Lounge,401 S St,PA,Philadelphia,19147,"Restaurants, Nightlife, Pizza, Bars, Lounges",-75.1492637,39.9417056,3,0,17
DytKODMqcvQ7MWA0NN2uNw,Lloyd Whiskey Bar,529 E Girard Ave,PA,Philadelphia,19125,"Nightlife, Restaurants, Wine Bars, Cocktail Bars, Gastropubs, Bars, American (New), Lounges",-75.127588677,39.9713575331,4,1,218
dyxO905efg4xDODf-FCzZA,Katie O'Donnell's,4501 Woodhaven Rd,PA,Philadelphia,19154,"Bars, Pizza, Nightlife, Restaurants, Pubs, Burgers, Irish",-74.9661775389,40.0837370517,3,0,73
DZglT5FP5VNDQJU3PuRIHw,La Calaca Feliz,2321 Fairmount Ave,PA,Philadelphia,19130,"Cocktail Bars, Restaurants, Mexican, Bars, Nightlife",-75.1760734,39.967534,4,1,705
E_h2yNoagLK-3ODYwMPErw,V Street,126 S 19th St,PA,Philadelphia,19103,"American (New), Breakfast & Brunch, Vegetarian, Vegan, Bars, Wine Bars, Restaurants, Nightlife",-75.1722220268,39.9508935069,4.5,0,755
E0AKqwkebF15_hvzNSyGlQ,P. J. Clarke's,601 Walnut St,PA,Philadelphia,19106,"Bars, American (Traditional), Restaurants, Cocktail Bars, Nightlife",-75.1519511,39.948294,4,1,139
E1gf1YIWOo1BgzMUwJtEZg,Top Tomato Bar & Pizza,116 S 11th St,PA,Philadelphia,19107,"Pizza, Breakfast & Brunch, Nightlife, Sandwiches, Italian, Restaurants, Cheesesteaks, Food Delivery Services, Cocktail Bars, Sports Bars, Food, Bars",-75.1589615,39.9495688,3.5,1,242
e4iAF4nM2I5CUulBm4OrSQ,Bernie's Restaurant & Bar - University City,3432 Sansom St,PA,Philadelphia,19104,"American (New), Chicken Wings, Nightlife, Bars, Restaurants",-75.1932775229,39.9535726972,3,0,102
e57HVMhbHJ37nQ363YAaYw,Roosevelt Pub,2220 Walnut St,PA,Philadelphia,19103,"Restaurants, Pubs, Nightlife, Bars",-75.1783608264,39.9509902358,3,0,37
e7PUSXlcOfel8c7sPIA28w,Sheffield Tavern,4501 Sheffield St,PA,Philadelphia,19136,"Bars, Nightlife",-75.030471,40.0351293,2,0,12
E8BoWn9q87ztDAt5zJgiPg,Millcreek Tavern,4200 Chester Ave,PA,Philadelphia,19104,"Pubs, Music Venues, Arts & Entertainment, Bars, Nightlife",-75.2072988,39.9482447,3,1,58
Ea663rIHyKXz2VP2DPH7Cg,Tinsel,116 S 12th St,PA,Philadelphia,19107,"Pop-Up Restaurants, Nightlife, Bars, Restaurants",-75.1604597172,39.9497760472,3,1,80
EAmx_lbvIBPX7wimjt3cxQ,Morea,110 S 11th St,PA,Philadelphia,19107,"Restaurants, Nightlife, Adult, Bars, Cocktail Bars, Sandwiches, American (New), Seafood, Shopping, Breakfast & Brunch",-75.158806,39.9498058,4,1,45
eAzeb04i354i6VZFI4bJRQ,Philadelphia Distilling,25 E Allen St,PA,Philadelphia,19123,"Distilleries, Nightlife, Food, Beer, Wine & Spirits, Bars, Cocktail Bars",-75.1354179992,39.9656840022,5,1,186
edglJsudUEULkxm-rLtQbg,Brigantessa,1520 E Passyunk Ave,PA,Philadelphia,19147,"Italian, Bars, Nightlife, Restaurants, Pizza",-75.162822,39.930511,3.5,0,224
Ee8FPJNn4WHLsBhyFrQJhA,Irish Pub,1123 Walnut St,PA,Philadelphia,19107,"Bars, Irish, Restaurants, Nightlife, Pubs",-75.1600788,39.9489881,3,0,158
eEAqsjhRZd8diGALYKUqhw,McCusker's Tavern,2601 S 17th St,PA,Philadelphia,19145,"Pubs, Bars, Nightlife, Dive Bars, Gay Bars",-75.1757308,39.9186773,4.5,1,31
efxiiiwXpF2pEsCfgeQc8g,Juno,1033 Spring Garden St,PA,Philadelphia,19123,"Nightlife, Cocktail Bars, Restaurants, Mexican, Bars, American (New)",-75.155644,39.9619437,4,1,186
EgI6S-JxwpxICPsqmaggiw,Sofitel Philadelphia,120 S 17th St,PA,Philadelphia,19103,"Bars, Nightlife, Event Planning & Services, Hotels & Travel, Hotels, Lounges, Caterers",-75.1695409,39.9509482,4,1,379
egnIRUFaiOFdXYReuproiw,Jimmy's Timeout Sports Pub,5001 Linden Ave,PA,Philadelphia,19114,"Bars, Restaurants, Sports Bars, Pubs, Sandwiches, Chicken Wings, American (Traditional), Nightlife",-74.9945482984,40.0461605831,4,1,17
EhotxJEJxpMgCJ0F82Buvg,The Olde Bar,125 Walnut St,PA,Philadelphia,19106,"Breakfast & Brunch, Restaurants, Bars, American (New), Lounges, Cocktail Bars, Nightlife, Seafood",-75.1440923726,39.9469051201,4,1,312
EhPoBZIeHCfrFPl3Rqcg-Q,Wrap Shack,112 S 11th St,PA,Philadelphia,19107,"Restaurants, Sports Bars, Bars, Mexican, Nightlife, Tacos, Wraps, American (Traditional)",-75.1587568223,39.9496367181,3.5,1,93
EIj6irQyq2Oeq219EkFynw,Brasil's Nightclub,112 Chestnut St,PA,Philadelphia,19106,"Nightlife, Restaurants, Bars, Dance Clubs",-75.1430684,39.9481424,4,1,68
EiwbnjJzn4KQ1hkZORn4fg,Graham's Pub,8919 Ridge Ave,PA,Philadelphia,19128,"Bars, Pubs, Nightlife, Dive Bars",-75.2398389,40.0694581,3.5,1,17
eJ77e9lGxY3ArzaoDbHhYw,Paddy Whacks Irish Sports Pub - South Street,150 South St,PA,Philadelphia,19147,"Bars, Nightlife, Pubs",-75.1454627,39.9410539,2.5,1,165
eJaeTZlIdM3HWCq__Ve4Wg,Tria Cafe Rittenhouse,123 S 18th St,PA,Philadelphia,19103,"French, Spanish, Tapas Bars, Cafes, Restaurants, Wine Bars, Modern European, Bars, Nightlife, Italian, Comedy Clubs, Greek, American (New)",-75.1704197,39.9509483,4.5,1,924
eJDUZMLSwYT8QRKbZVTZKg,Bop,220 S Broad St,PA,Philadelphia,19102,"Cocktail Bars, Asian Fusion, Nightlife, Korean, Bars, Restaurants",-75.1646459475,39.9486240291,3.5,0,108
Ek6iqYGdYtyltAxVnhtJKQ,JG SkyHigh,"1 N 19th St, Fl 60",PA,Philadelphia,19103,"Lounges, Seafood, Bars, Cocktail Bars, Restaurants, French, American (New), Nightlife",-75.1709829249,39.9552040814,4,1,132
eLAd1Jw-g1NKymBx1XPDoA,Stogie Joe's Tavern,1801 E Passyunk Ave,PA,Philadelphia,19148,"Burgers, Pasta Shops, Pizza, Pubs, Specialty Food, Restaurants, Food, Nightlife, American (New), Bars, Italian",-75.166057,39.927559,3.5,1,302
elefZTz-ufvpB1r-qOjeSQ,The Wishing Well,767 S 9th St,PA,Philadelphia,19147,"Food, American (Traditional), Bars, Restaurants, Nightlife",-75.157413,39.939906,3.5,0,192
eLi0bpsDoWQkBhJX1d46tg,Fergie's Pub,1214 Sansom St,PA,Philadelphia,19107,"Event Planning & Services, Bars, Pubs, Nightlife, Soup, Breakfast & Brunch, Venues & Event Spaces, Restaurants, Irish, Southern, Irish Pub, Arts & Entertainment, Music Venues",-75.1611276,39.9495961,3.5,1,291
ELY0HI8GDEx0jkmREVna0A,Frankford Hall,1210 Frankford Ave,PA,Philadelphia,19125,"German, Restaurants, Nightlife, Food, Bars, Pretzels, Beer Gardens, Pubs",-75.134647,39.969439,4,1,1003
eMiN8nm70jjKg8izikVWDA,Chickie's & Pete's,1526 Packer Ave,PA,Philadelphia,19145,"Seafood, Nightlife, Sports Bars, Bars, Restaurants, American (New)",-75.1745111,39.9114175,3.5,1,603
